供应商ID,品类,安全指数_I,排名,因子得分_F1,因子得分_F2,因子得分_F3,因子得分_F4
S072,A,0.627366542968097,43,0.8021298291967902,1.3053120712765067,0.4034328701327597,-0.3933026591388168
S015,A,0.6269581317185703,44,0.8213194039849995,1.3144847267109123,0.3760655526562067,-0.42218625017065464
S091,A,0.6263470808316609,45,0.3937251624318758,1.3997011015868615,0.5737365584853414,0.13202487788195538
S144,A,0.6261835075998125,46,0.8993383872704309,1.3486382287347096,0.27406566368671875,-0.5261877999643962
S250,A,0.6243471868996258,47,0.6649818114108164,1.2768981232581351,0.51791063023333,-0.27411482198659476
S083,A,0.6240715696334831,48,0.7543974081529696,1.3073144332414879,0.41515066627581604,-0.38516061924132755
S148,A,0.6217118924295356,49,0.8750137841197495,1.2958083642447005,0.32848515000481543,-0.5789474492128063
S211,A,0.6215945474765694,50,0.4664854254190017,1.1848285697977496,0.7549106864710303,-0.08643179190251743
S119,A,0.6208229834538527,51,0.8343489561951899,1.3522324786871176,0.28350644650034035,-0.5287443908008599
S396,A,0.620517071739994,52,0.8642795624880111,1.286129025585536,0.3407488243843045,-0.5867906896522339
S312,A,0.6201408235512162,53,0.3204145577582939,1.4240420007713903,0.5587014102303477,0.13122019067348967
S096,A,0.619611906939835,54,0.48442665515127786,1.3692891860142862,0.5051788965592717,-0.09874501027491206
S155,A,0.6191038576933902,55,0.749684133976458,1.329293374573861,0.36145860618597064,-0.4538212932727429
S022,A,0.6188411775852983,56,0.7913429797342946,1.3455158135070324,0.31035083991369167,-0.5073670859718548
S285,A,0.6177419675992073,57,0.7858646198232411,1.3482648463716322,0.3041626876214741,-0.5173229286539026
S109,A,0.6175029418960982,58,0.7162705554593656,1.326351022525703,0.37921704276295115,-0.43774136529183866
S195,A,0.6162905288572617,59,0.701124569876647,1.3282103451237681,0.380442961108757,-0.4375783219667097
S062,A,0.6152824272019122,60,0.7670350781169787,1.3595172398899682,0.2891687291474974,-0.5306109721941039
S158,A,0.6119346133481479,61,0.6787879152539011,1.3220565199869567,0.37744186548088404,-0.4805715344328801
S293,A,0.6117098196309607,62,0.7861914315413464,1.3829955546347363,0.2251124517028405,-0.6069425574004196
S196,A,0.6116515425471054,63,0.31381852692222695,1.4737568663169058,0.451344132215235,0.014451113514574784
S209,A,0.6100337104417543,64,0.3486582711819837,1.4274757415791772,0.47292794298143176,-0.06634720788589493
S309,A,0.609268696272658,65,0.524505536055132,1.3049505426417747,0.4924571857673275,-0.33120602672915234
S127,A,0.6091579783040715,66,1.0109430802325738,1.1584470153774904,0.3229454803025141,-0.9857903972237729
S219,A,0.608198283109847,67,0.668055051219618,1.1914799551451543,0.5218190882608787,-0.5572867190128564
S295,A,0.607245503772281,68,0.3978310068003015,1.28759584909513,0.5913654329547676,-0.2058440113061728
S323,A,0.6059087194622792,69,0.5710106344460673,1.3396781282490164,0.3964998597034302,-0.436425038540958
S102,A,0.6046989998541342,70,0.3089467827198936,1.373277763408677,0.5349195091007554,-0.11393543193467154
S299,A,0.6040812073108203,71,0.6592234942918728,1.238061541896846,0.4457264925395881,-0.6006324622601094
S348,A,0.6029831307799651,72,-2.1933048324448983,1.941302801633941,1.644951691322982,3.136641237021144
S104,A,0.6019963074247409,73,0.5872190089636938,1.3752500747203096,0.3175765598709753,-0.511446875181518
S178,A,0.6007814290359046,74,-0.5407749138986481,1.5969545216136658,0.8454381664722862,0.9559155586255921
S038,A,0.598379584863038,75,0.6184167047827124,1.390262823210467,0.2550004612595554,-0.605800274553569
S132,A,0.5950756109445663,76,0.12495099640878048,1.4769099893747326,0.4817743803621482,-0.010924403630708183
S217,A,0.5929756175455222,77,0.4852549393583279,1.3797058908932756,0.33033401065273865,-0.5258452138383665
S363,A,0.5923488178288354,78,0.5004820020515911,1.382873565531508,0.3117671476647213,-0.5545404440810048
S052,A,0.588352474190052,79,0.1586864807527332,1.4591187458637127,0.4386222672057201,-0.1661375568362412
S134,B,0.5878693935309021,80,1.27951445297733,-1.2865009269229755,0.9779685953214016,0.6755142388790931
S056,A,0.5872277885533075,81,0.4877663390927332,1.40547858503009,0.2621901264370237,-0.6154719234653313
S288,A,0.5871196685493411,82,0.4772276611841388,1.4039500680957757,0.2709922866861379,-0.6042460724526896
S281,A,0.5829167753991706,83,0.4710964599824609,1.4226278187554622,0.22702912254105062,-0.6596353469534554
S027,A,0.5814725337098332,84,0.06358757854676544,1.4607997980709144,0.4627212612717833,-0.15530142162550814
S165,A,0.580388698797732,85,0.2801432606129727,1.2904902987537261,0.5088475655165071,-0.48714501392520904
S087,A,0.5785465210693123,86,0.13146540800268575,1.4058544743341674,0.46358076192503767,-0.3015392036496756
S035,A,0.5748953064245492,87,0.16821309922834135,1.4172255916008514,0.40088235930289634,-0.4037848576387777
S255,A,0.5746357138906014,88,0.31401909258806066,1.4115723491629069,0.30249942254164114,-0.5954835158675374
S082,A,0.5738950075841286,89,0.5039988453186671,1.3642421149675674,0.21988408581758107,-0.85989403624312
S269,A,0.5737431475138012,90,-0.1483846937361897,1.2287684192119188,0.8490602039401874,-0.0616227191488728
S066,A,0.5736449613125894,91,-0.0713168807541139,1.2108395581320894,0.8154858305783209,-0.16571913911356795
S319,B,0.572692616663051,92,0.7839919304138926,-1.1131046238364972,1.0281527633929775,1.1023950087562682
S049,A,0.5725510000901374,93,0.29634529738756965,1.4159706347817964,0.29709401957044484,-0.6054765817098734
S122,A,0.5681085479217147,94,0.010859743109222886,1.4456324935702418,0.43780217151883033,-0.30660942123175805
S265,A,0.5668211155138229,95,0.12618686152066363,1.348497481418797,0.4657850946587368,-0.4960614817846085
S116,A,0.5653679195463235,96,0.17060079352085697,1.3994283984023903,0.36352926836128546,-0.5647999225765882
S300,A,0.5645609460078584,97,0.16224493238904333,1.41596931374751,0.3446907429469586,-0.5637099825444221
S296,A,0.5630972577348281,98,0.008762180063341202,1.4444959450773123,0.4102408835022829,-0.3847330959825986
S115,A,0.5626927407366478,99,-0.1003627575881965,1.2794470637945907,0.6861546934829156,-0.2891323992041951
S399,B,0.5605159346219883,100,0.9506913601500546,-1.2186361337672955,0.9639800089025371,0.6699724293119798
S064,A,0.559762114058779,101,-0.12853377373987515,1.209872612795892,0.773392397540745,-0.3165090572425812
S337,A,0.5594938767064603,102,-0.05206506659188966,1.4600578498636252,0.41299715596024283,-0.36189391414538463
S058,B,0.5593278748629809,103,1.3595689774446067,-1.3405329291952501,0.8135064519528564,0.10218169537069216
S047,B,0.5581038490584679,104,1.0411771078366034,-1.2013486749206495,0.8635812393385275,0.5200692922695718
S014,A,0.5578246617592947,105,0.11267528140239967,1.4310777147918816,0.32058817601364514,-0.6051603714872086
S167,A,0.555198758016392,106,0.5468535371214598,1.3048116957103242,0.1483593145892526,-1.2288649069327917
S042,A,0.5538537004139313,107,0.5412166373866233,1.2965088672428453,0.15440821281908562,-1.245318483748998
S170,A,0.550222038340328,108,0.4085502059181975,1.2910490334214024,0.23387390620032594,-1.1362434783100108
S017,A,0.5501339926901095,109,0.5078644940311546,1.3169636477274396,0.13069199405785265,-1.2579385463821378
S128,A,0.54954501463578,110,-0.15824613397925513,1.4525532725591,0.4372784148790177,-0.3879653136853787
S002,A,0.5494063921272285,111,-0.1906018681259437,1.423009047115476,0.4953927233724316,-0.3555516152258987
S159,A,0.5484143707860216,112,0.19408895091497894,1.3643363090170542,0.2863860142411279,-0.8749892228058257
S016,A,0.5475092948572485,113,-0.035954197034898716,1.4339116617685677,0.36074343015901006,-0.5812760737025701
S227,A,0.54683859428735,114,-0.010052834368424343,1.4071803381817887,0.37067768624267355,-0.6310500225452554
S065,A,0.5463343019106197,115,-0.11291087275873073,1.4180646837156525,0.42732989106080616,-0.5050358626897099
S378,B,0.5455254977921209,116,0.9318348666452627,-1.1941122635697825,0.8566525451492396,0.45845963479622476
S009,B,0.5453647866625667,117,1.2771136776669978,-1.2963889987233,0.7338010566311771,-0.0071806513598851075
S401,B,0.5444803885757067,118,0.7225119327226726,-1.1350759551661533,0.9277235756371086,0.7218301082948166
S157,A,0.5439973875162408,119,-0.3343618267731827,1.3216342911374448,0.6884363483273827,-0.28226757700518285
S318,A,0.540532543847286,120,-0.6599230862273631,1.4982627504343824,0.6847083314935077,0.11684907833477598
S026,A,0.5396721365744911,121,-0.13837218062263612,1.4408994746692954,0.37788965742083286,-0.575438729109379
S226,A,0.5395642588111749,122,0.3353845567863175,1.3176043671792195,0.18892851642699743,-1.2081694280658601
S163,A,0.5389640934462668,123,0.29979647928753606,1.301695762985249,0.2299908878152777,-1.1760216681475433
S393,B,0.5383220058623093,124,1.327045129520307,-1.237476714222098,0.5836864001909261,-0.17060044513699385
S154,A,0.5357550080366003,125,-0.21632454863447037,1.4101311821963396,0.44876581533394316,-0.5483958660015529
S106,A,0.5351203947198616,126,-0.391081497283367,1.4718470117510494,0.49278031507208936,-0.31949553117078056
S276,B,0.5341220472902591,127,1.1663266446846488,-1.2758960927883196,0.7197322639646665,-0.04225978334158382
S089,A,0.5334231711610811,128,0.2559226399205098,1.3200792477454366,0.20554425751691624,-1.2054188564183064
S079,B,0.5331855155073261,129,0.4941757308556201,-1.0432620692115997,0.9103303961992398,0.8519494817047739
S203,A,0.5331541473047425,130,-0.2083487022965072,1.4476676501554593,0.37995225241514047,-0.589462493201065
S121,A,0.5328018257053503,131,0.3335072803988873,1.3231494850135803,0.14255217857948838,-1.313362818167946
S004,B,0.5327921365300787,132,0.8133025368220931,-1.1397446902181945,0.7975287560490688,0.417408842323023
S029,B,0.5327292063398086,133,1.2009555422445624,-1.322072576248364,0.742774727175248,-0.11924973433840175
S261,B,0.5325535003085939,134,0.49888863438984127,-1.0649920221718017,0.9295610266626387,0.8308796858750607
S053,A,0.5304652844996419,135,-0.45263917520006874,1.4772568393929657,0.5020074442575756,-0.31490642128611573
S254,A,0.5255555823211114,136,0.22003422856918925,1.3330911071374125,0.16754584536675915,-1.2832249779195353
S292,A,0.5254012963263945,137,-0.3164560545939997,1.4125233778840909,0.454841879240703,-0.5873277670923641
S381,A,0.5225978247204305,138,-0.2123005575282909,1.4148178975759242,0.35879705957771707,-0.7617797041272466
S322,B,0.5212308108419026,139,0.6640492919779662,-1.148345382753483,0.8446027019899375,0.41928756722270033
S238,B,0.5190814752351706,140,1.1503791398202488,-1.1988074329243967,0.5459315391477539,-0.2461880150251014
S237,A,0.5187061091281174,141,-0.8281236970861657,1.4859366957300804,0.6872136858034813,-0.022568093318790786
S311,B,0.5177472381338617,142,0.7647089643495493,-1.17635773750305,0.7856877573712661,0.228754993579539
S063,C,0.5134713959135662,143,1.0316765765218678,-0.5247732451621665,-1.2327467800226226,1.4310798660409638
S168,B,0.5129419034830182,144,0.9955847152754694,-1.223938038310536,0.6497950683998766,-0.15355152710556647
S387,B,0.5123320321528243,145,1.012341898681885,-1.213835434950063,0.6218377821270566,-0.18240691525212638
S336,A,0.5117132073907215,146,0.028669253093094205,1.3546966215396257,0.1938507776691803,-1.2572222021046089
S001,B,0.5110984640239341,147,0.8060827487515199,-1.1545309802370558,0.6891885825139277,0.07418413153700237
S214,B,0.5096055684126438,148,0.8456401079771909,-1.3231667599007708,0.8573928702066677,-0.03882771337476194
S166,B,0.5083966435439075,149,0.9103384960469739,-1.2287421276131103,0.689021216308352,-0.11933568489370733
S152,A,0.5068687826741876,150,-0.550547479231554,1.4133752124255634,0.505520008877734,-0.5828028893633009
S046,A,0.506549889242335,151,-0.5778399254228042,1.4149916119088153,0.5208247589645242,-0.552410487479738
S390,B,0.5064506300039211,152,0.9492268527091657,-1.2048368048249434,0.62027484277136,-0.19460556662469686
S075,A,0.5053049216225227,153,-0.6892893713490638,1.4215018797700363,0.5852566448682451,-0.42954473878771404
S315,B,0.5046378535022567,154,0.8339270095265946,-1.2335515206095935,0.7267559539795977,-0.083777050767041
S259,B,0.5046188640216887,155,0.4855136228203519,-1.1378651604496222,0.8585767378463419,0.3817583708386312
S137,B,0.5040484812367948,156,0.929678601254109,-1.2012116890256568,0.6151432698399812,-0.20737704717432903
S057,B,0.5024153299255955,157,0.5401603006564115,-1.0849778793833997,0.7416693975267034,0.28896613014315575
S177,C,0.501501827716755,158,0.6379829048070341,-0.36227085210082977,-1.2224311622132165,1.7772476433996922
S371,B,0.5013336036181113,159,0.7933634285899126,-1.1740574740214513,0.6628736123322045,-0.07121062620796942
S111,B,0.5008110430666944,160,0.8205223621370131,-1.2199185970495883,0.6964036223892278,-0.12499637017897641
S248,B,0.5004363425566213,161,0.6795721998839389,-1.156589128729507,0.7173480899804848,0.06329779673656322
S389,B,0.5002608669558724,162,0.5279624975042926,-1.1765001798884391,0.8489504414836319,0.24871676945750643
S179,B,0.5000596609209574,163,0.9152721584148789,-1.183881903411053,0.5801402828920681,-0.2492564151613576
S200,B,0.5000259222066583,164,0.57299774548519,-1.114409755545993,0.7395245352089389,0.20208798645925696
S125,B,0.4968897095366478,165,0.8741599625191228,-1.182101919192879,0.5880888627006351,-0.24747914957004463
S018,B,0.4960147608111391,166,0.35890472622566305,-1.0259475694941644,0.7601657041659248,0.4305460872130248
S402,B,0.49476406038022913,167,0.9349901415175909,-1.1481925837082767,0.49041067010786826,-0.3513043465654361
S287,B,0.4941201203138703,168,0.912564935728906,-1.1516610906079134,0.506805443088012,-0.33399539374770937
S249,B,0.4932734714676269,169,0.4680643261444612,-1.1222075645060483,0.7830530582525513,0.2252033416195992
S385,B,0.49288050485975954,170,0.7430407855283715,-1.162785538523885,0.6337717673947976,-0.14048701250009843
S260,B,0.49239791520966986,171,0.374460060635337,-1.3890471141409182,1.169121048012927,0.27007539581750695
S240,B,0.491941982513101,172,0.9072824051861056,-1.1419498559151453,0.48551148929659277,-0.3600500505249148
S400,B,0.4905614537292334,173,0.8383504428113872,-1.1606718642426235,0.5491505732222062,-0.298753266755982
S321,B,0.49026748052442465,174,0.8583215849849423,-1.1486131051131796,0.5185201756342857,-0.3263010333446886
S190,B,0.4902588589099131,175,0.8673627416623757,-1.1459246603022137,0.5087122713240746,-0.33729988157439766
S215,B,0.4894768402240125,176,0.8440222450809194,-1.153611452880288,0.5298759585668218,-0.321740901580809
S230,B,0.48788733045944976,177,0.27563486900313217,-1.1118194692148047,0.8753035491577786,0.38567906481160574
S332,A,0.4863582865294412,178,-0.3707470398688474,1.3784435507529191,0.2962830004184179,-1.1510407769300566
S095,B,0.48460625508146177,179,0.8023642126216005,-1.1422625884011777,0.5162404604820812,-0.3444332420926383
S221,A,0.4843822577266586,180,-0.8931740358852516,1.4447455603672699,0.5756440015784895,-0.5012324043557156
S335,B,0.4841231826769193,181,0.7190255997926848,-1.1692856956808098,0.6058092726402984,-0.25238288225424393
S208,A,0.48367948122022625,182,-0.21046886974937645,1.3328217744767812,0.22306297222552846,-1.411355880572009
S328,B,0.4833784595359345,183,0.8387245918863702,-1.1207134498441365,0.4566152750956493,-0.4056007525212984
S344,B,0.48294134874460776,184,0.8109183190231807,-1.1295135640824334,0.48451727215844337,-0.3792099734369021
S030,A,0.48204581982953326,185,-0.3690896056598449,1.3833309492752013,0.2631754202585315,-1.2216686349629708
S077,B,0.480542380013142,186,0.7565219219716816,-1.1364537888816235,0.5172916336104063,-0.35017157642321894
S019,B,0.4794180678628446,187,0.7555617477311625,-1.1310343506324627,0.50453017284861,-0.3657575792797997
S126,C,0.47907566173312904,188,-1.3047147875386933,0.07338568288848069,-0.4887539528963181,3.970137300028579
S117,B,0.4746677755794797,189,0.375360585834839,-1.1613952173708335,0.7838220444511775,0.0354614957106728
S316,B,0.47414068182089236,190,0.01792848371978473,-0.9774414602053273,0.8119334995760003,0.5238076415785906
S118,B,0.4724154528483679,191,0.5429238815084301,-1.1480928540553244,0.6346014220063625,-0.2114781662476244
S045,B,0.4723700701053766,192,0.6812547331592183,-1.1462167938367145,0.5332655541416078,-0.38788862939388974
S201,A,0.4721223502487532,193,-0.5212897741526874,1.440567119607619,0.2663572825561365,-1.20985270933131
S078,A,0.47047245491860995,194,-0.5994679804694961,1.3789197443849186,0.3644353717309781,-1.1178273327779464
S375,B,0.46812312238382797,195,0.6734839640737929,-1.1010828955783292,0.4580532791639486,-0.43596459402397664
S081,B,0.46717622596532865,196,-0.10216103185025216,-0.95646503738948,0.8299511941496381,0.5693749116493152
S222,B,0.4670450372734576,197,0.5419652525151571,-1.1399878500839349,0.5929729310737186,-0.29498098067281947
S280,B,0.4666490432773098,198,0.4608151227454155,-1.2564447437346558,0.7899401152400062,-0.2240040905158831
S112,B,0.4665118286448574,199,0.591572088211208,-1.1172497931382295,0.5266849655775301,-0.36161413448184826
S176,B,0.4650653361440025,200,0.5688141095047802,-1.267758141101568,0.7172758612959901,-0.3899566851160227
S388,B,0.4644520365638019,201,0.17900774295411986,-1.2648766872089272,0.9884884726276036,0.09695306536961568
S224,B,0.4623228554576291,202,0.11946621777486734,-1.2558016198448008,1.0065876881314915,0.1412303071164781
S142,B,0.4609321148390213,203,0.5300137524442934,-1.1128203178800404,0.5312636512643407,-0.37177904050209354
S124,B,0.46050142131018235,204,0.4838682825828113,-1.1255790647371884,0.5772024589992906,-0.32295848944461447
S241,C,0.45952373006698316,205,1.1089186477428528,-0.598021353798103,-1.5257987458944111,0.4481590232160248
S100,C,0.4590443638683694,206,1.115497145365174,-0.5951747161575651,-1.5369554642984813,0.4328458590105485
S024,B,0.4587850487233732,207,0.2696794891462494,-1.102981141065753,0.6918605818025241,-0.07221877390162018
S048,B,0.45800869358176965,208,0.27184404832119907,-1.0662700855459823,0.6410305165371595,-0.07928494285883458
S147,B,0.45681661156071424,209,0.4895451387708326,-1.1027919988144623,0.5230626683673159,-0.384280401745477
S272,B,0.4568138098437429,210,0.2768204867192633,-1.1755964703896895,0.7638928713268832,-0.1305191255989775
S028,B,0.45614347446983655,211,0.4632383269698281,-1.1120186532535965,0.5488867055578361,-0.36355422332557247
S286,B,0.45604076986405995,212,-0.15959772660823154,-0.9777037543955928,0.829258368878035,0.4585906675681831
S164,C,0.45405967774932177,213,0.6512371754208721,-0.4357973305103222,-1.4300734899438035,0.9804781142289135
S291,A,0.45400168159550514,214,-1.3813548885651146,1.471062604383111,0.7089252786267298,-0.3638593419636931
S123,A,0.4534812779648326,215,-1.3365404445595894,1.4294527653525084,0.7237805889975565,-0.4378081235827089
S107,C,0.45282987380262973,216,0.6569335812442019,-0.5107967146012415,-1.3501253330274725,0.9361475638639505
S212,C,0.4519145522881898,217,1.0750493042939246,-0.5701268843917231,-1.5818220485258654,0.3753692681246332
S327,B,0.4513243649324691,218,0.3485847410243436,-1.1248223949045282,0.6172324268727569,-0.29818621654574284
S395,A,0.45091631555570555,219,-1.0819442261367136,1.4705104805991804,0.49931116257163405,-0.8270207107610666
S339,C,0.450312087623827,220,0.8379483121218265,-0.7157966700452532,-1.2446783558885974,0.6180086842358161
S138,B,0.44839024886974327,221,0.005265048509509974,-1.3086058212059166,1.06753979291954,0.05105342907217441
S007,A,0.44814212371153617,222,-1.3973280659386744,1.427493301058905,0.7373665889097744,-0.4470024425513361
S084,C,0.4470621191432382,223,0.9617921381608094,-0.5858907854816364,-1.5111748980011308,0.43789997725797786
S252,C,0.44573651255170615,224,0.7019316676944223,-0.516615961826427,-1.418169044421088,0.7634052148149814
S153,B,0.442759902902479,225,0.44604864504962133,-1.0473790765551496,0.4011141571066476,-0.5419853063289478
S069,B,0.44085296206615354,226,0.032050949039767296,-1.1110993312748494,0.7624355092045189,-0.05964666096396171
S266,A,0.44076540785635837,227,-1.4162352333665509,1.424867224079297,0.7091864093853991,-0.5419836639490356
S161,C,0.43980393038138715,228,0.5532144617310703,-0.3966810886068597,-1.4942802595165499,0.8850306014681298
S264,B,0.4396964752903729,229,0.28700617116736155,-1.0817304962175702,0.53822362122924,-0.39703593852516145
S220,C,0.43953753206499646,230,0.42807604405908395,-0.4264469118646106,-1.3702117703292318,1.0331589139606323
S120,B,0.4389993043977246,231,0.3030464399563864,-1.0767598921686332,0.5162966476946931,-0.42725972406927665
S114,A,0.4380566317020222,232,-1.4172432172309584,1.4412524724820484,0.6749393760915375,-0.5825903646363962
S382,C,0.4380507221870864,233,0.8167090558891735,-0.5870867635996762,-1.4606757295985684,0.477238328883909
S223,C,0.4371148816882674,234,0.8050876548995297,-0.5868898539755485,-1.4583187589928315,0.47706250904517183
S320,C,0.43662426548037153,235,0.6488757695258306,-0.45971400310513455,-1.5049831592052891,0.6975480179316155
S202,B,0.43572037571709643,236,-0.11144810184952389,-1.2835258956229412,1.0436527558852395,0.0013304768897674478
S010,B,0.43567308651339975,237,0.6234793660011857,-1.2006612813681934,0.418182469430983,-0.9169123069174882
S258,B,0.4325576933314913,238,-0.1411687282919625,-1.2231190833906438,0.9719667335438388,0.0022998658324369058
S297,C,0.4316966255255782,239,0.868800565405606,-0.5370192665043447,-1.5976012848904708,0.32044432128334355
S197,B,0.4316029803136638,240,-0.07960652581786998,-1.279660306734479,0.9912850826533467,-0.10462483372380854
S343,C,0.43136667829237285,241,0.8946845337830195,-0.5256646506235749,-1.631928214352302,0.28479484345285244
S061,C,0.43123244281702244,242,0.44436018353772255,-0.44547592021204774,-1.409046301413674,0.8745168719620869
S376,B,0.4310092870949937,243,-0.08800925475277599,-1.2582536576568373,0.9675185209777654,-0.09845764438694682
S325,C,0.43076348301601985,244,0.3966805369568084,-0.42885912929932535,-1.3980929937106565,0.9314795493022926
S352,A,0.4297780481354536,245,-2.1321405322845535,1.5676964408256657,1.0045159390032439,0.18941491656946685
S391,C,0.42943498146633,246,0.4753537110177412,-0.4385961067829165,-1.4505296904038962,0.8078199718234781
S189,A,0.429230936955163,247,-0.9339801321380817,1.3543320786210142,0.38261915880944836,-1.3602297627235296
S307,A,0.42878179707354047,248,-1.8157221199103342,1.553369398051583,0.7875572250681885,-0.22919049928678997
S334,C,0.42851990696815206,249,0.8944796675922603,-0.5108998055337748,-1.6670401168869473,0.24264747207831447
S386,B,0.4273305325964754,250,-0.20340404843883353,-1.0136193841815488,0.730027642126266,0.044543521029047566
S006,C,0.4261424542511733,251,0.8081750451922252,-0.528494916412158,-1.5983739630037208,0.3102234653088838
S290,C,0.4260721412066413,252,0.7735865711950966,-0.5417691773215452,-1.5579548129131422,0.35012735603716927
S162,C,0.4254184533899107,253,0.8466873883796355,-0.5123576878800138,-1.6500175755521442,0.25337198478331036
S191,B,0.42540644682923795,254,-0.13579390940203254,-1.2249635253067268,0.9270415897562913,-0.12004809537322902
S303,B,0.42507610839542187,255,0.09362519005752223,-1.0728932671538591,0.5768661005475488,-0.3839884020025892
S034,C,0.4243376709561078,256,0.8427376901029469,-0.5081605212880733,-1.6588790917851757,0.24199501137276755
S192,C,0.42354079284456536,257,0.7920975021581125,-0.5216415252569162,-1.6110858514837476,0.2905029019534734
S094,C,0.42343806194970074,258,0.7652045298342289,-0.6149832593005953,-1.4786140098818281,0.3014941359915232
S277,C,0.42236254475980783,259,0.7967072816702919,-0.5141017052474983,-1.6307396119472575,0.26744982964255537
S231,C,0.4220454522723135,260,0.7966355687229193,-0.5125090849852538,-1.6345575095737055,0.26281299737082153
S257,C,0.42099376715470066,261,0.7683876471345872,-0.5154682575928486,-1.6170922714198501,0.2810836310783714
S136,C,0.42016788775515873,262,0.6495833716728303,-0.552885572421828,-1.491577650281001,0.41034048813621743
S160,C,0.4191195480139587,263,0.5570655078397058,-0.43955252835250147,-1.570223821677744,0.5375765163093916
