供应商ID,品类,安全指数_I,排名,因子得分_F1,因子得分_F2
S323,A,0.8916024963524474,53,0.411823284868015,1.2295670128386194
S212,C,0.8915140342088457,54,1.1546785425074406,0.13310354048104553
S104,A,0.8915117023510509,55,0.44430831279820027,1.1807691803195155
S363,A,0.8910775005804554,56,0.3274726832080026,1.3488405263585614
S243,A,0.8875593742992337,57,0.44487649957538,1.1413046629803583
S241,C,0.886398994485175,58,1.2051960798602692,0.008607994606176759
S099,A,0.8862125820214062,59,0.5345084859544903,0.995948721099966
S021,A,0.8857029444606604,60,0.5344358562862189,0.9910750960535649
S056,A,0.8855393013102266,61,0.3287023696289477,1.2929015069865637
S042,A,0.8843937773647395,62,0.3756187599861965,1.2125116126175173
S100,C,0.8834232049402396,63,1.2217473124853049,-0.04488527700356129
S017,A,0.8833257686572559,64,0.3375636416609178,1.2581993805530054
S309,A,0.8829207324027104,65,0.35712862516675753,1.2253855320719407
S082,A,0.8822669604905288,66,0.34724329112943747,1.2335755182662789
S288,A,0.8804079568374865,67,0.3252545177534083,1.2478373834805958
S217,A,0.8785455226115133,68,0.3336437057860845,1.217262832161215
S091,A,0.8748613143471228,69,0.2199266467566763,1.3489720955700895
S281,A,0.8701938616521533,70,0.34496739482790983,1.1189404244434957
S063,C,0.8678723622577691,71,1.1590279767995137,-0.1043638235330707
S209,A,0.8634471363610703,72,0.19108971989716717,1.2799502008837373
S096,A,0.8632891205516183,73,0.3632974798503992,1.0244255482025642
S274,A,0.8606199992797998,74,0.3663216961186124,0.9938796777248149
S343,C,0.8596029622614781,75,0.9892452182015514,0.06522227685884455
S170,A,0.8581046115138347,76,0.24946235405531356,1.1416463410663282
S226,A,0.8577595243438136,77,0.15634435141820033,1.2756087084464074
S334,C,0.853647705061807,78,1.0065175666246455,-0.018453189722588494
S255,A,0.8532215336440054,79,0.16253979010834171,1.2221211031985446
S196,A,0.8529283618276033,80,0.17946526493085854,1.194293393205654
S223,C,0.8524316016600617,81,0.8640434508504796,0.17978942892234695
S084,C,0.8515700058586039,82,1.0831739054577563,-0.15181525012889155
S162,C,0.8514992406595875,83,0.9447392004123591,0.051663363557236414
S231,C,0.8502072922841147,84,0.8782972611144935,0.13702880378258417
S102,A,0.8486327947911584,85,0.15427525577379347,1.1894637995263535
S295,A,0.8480609126921305,86,0.2547930603931829,1.0356262062132235
S121,A,0.8478113021340027,87,0.17785775593584136,1.1466546495481913
S211,A,0.8473842311327524,88,0.32263053452272444,0.9289629311169817
S312,A,0.8469948623351805,89,0.1878408917218093,1.1239518831149917
S089,A,0.8460183708435823,90,0.07353871790520126,1.2829869099629025
S297,C,0.8446840340789542,91,0.9837243549394856,-0.07243957933235204
S382,C,0.8440759551163247,92,0.8988750229318181,0.04675750489062072
S049,A,0.842789725258435,93,0.16275218622330956,1.1198566636331744
S257,C,0.8425646767162195,94,0.8555677642944977,0.09585926133044073
S277,C,0.8422126041530105,95,0.8959182218046348,0.03290760867860462
S034,C,0.8419710815278474,96,0.9618707570785654,-0.06672281211885875
S300,A,0.8404047943339593,97,-0.017409970627664705,1.3622603537584888
S163,A,0.8399110339994761,98,0.14262231171059994,1.121411417893446
S116,A,0.837994997422257,99,-0.005190627821024053,1.3206874701114695
S252,C,0.8378955175961613,100,0.7730775548894817,0.17188762324797982
S192,C,0.8375099610495893,101,0.8979843768986278,-0.016099094758065004
S183,C,0.8368050981794212,102,0.8489193918158512,0.04937562145556609
S254,A,0.8361187527977312,103,0.049822751468014896,1.2212143322606908
S165,A,0.8354107674608171,104,0.12141585256817654,1.1087061413721004
S006,C,0.8345582406163061,105,0.9249724837323283,-0.08474994405316374
S262,C,0.8324642191200623,106,0.7663390001200131,0.1287453049932951
S290,C,0.832296679033296,107,0.8783833065502802,-0.038140453545065484
S094,C,0.8308682987400057,108,0.8496382057682118,-0.00970550085673252
S103,C,0.8304201191907487,109,0.7873702320322822,0.07775021640939542
S132,A,0.8281135482886399,110,-0.02532544490134328,1.2538108065827134
S014,A,0.8259950096207829,111,-0.049463958317370535,1.2687067488869055
S246,C,0.8250585620291484,112,0.7614992051730319,0.06350698426544008
S087,A,0.8215205771319235,113,-0.020892943487071585,1.182839721186135
S052,A,0.8197111520131813,114,0.035519959213172865,1.0819555326377714
S320,C,0.8189210638477168,115,0.758243393246689,0.008326382320534873
S035,A,0.8169105696042461,116,0.0433200926649066,1.0430811242646085
S027,A,0.8162032225385796,117,-0.08780904827669865,1.229563754904547
S164,C,0.8152422389779128,118,0.7760737081459642,-0.053924181782731034
S059,C,0.8152396686002367,119,0.6897096978584664,0.07342452399779995
S296,A,0.8149162186853723,120,-0.16508645479130338,1.3309581904645689
S159,A,0.8138801974357235,121,0.07188388712495279,0.9713377026384743
S068,C,0.8133193324506275,122,0.7875834137531658,-0.08969202591468864
S368,C,0.8113570543677303,123,0.3419025330434533,0.5484421732302481
S177,C,0.8112674913246698,124,0.7861700682993709,-0.10766041999923484
S135,C,0.8111842775781749,125,0.7334771332509302,-0.030759583542105253
S227,A,0.810132245052221,126,-0.19042021590132133,1.32156735882931
S161,C,0.8099930607076621,127,0.6632220365014444,0.06121414587774002
S339,C,0.8098085407093217,128,0.9690284797866433,-0.3916073455906818
S208,A,0.8084923428118093,129,-0.48428064775678437,1.738940018765967
S265,A,0.8066941234551529,130,-0.010925126975622899,1.0232381730109428
S122,A,0.8062547929707726,131,-0.14247053274273755,1.2129540861123014
S107,C,0.8061553590102144,132,0.7835046886372916,-0.15369080894000367
S234,C,0.806080801280272,133,0.6242019035256613,0.08052799538834918
S136,C,0.8060319829195155,134,0.7626368947541393,-0.12411974339045198
S041,C,0.8054128660573565,135,0.6014410585273113,0.1075689893523348
S326,C,0.8052165367617874,136,0.6638330521580266,0.013631507144270225
S228,C,0.8034312448898938,137,0.66646330709758,-0.007695570113097486
S160,C,0.8025811399782176,138,0.6737045424633854,-0.026683461748350092
S336,A,0.8014801789991666,139,-0.13124211517989753,1.1497310550617035
S304,A,0.8002883076016932,140,0.10470372481252573,0.7900984120167248
S393,B,0.7988379462234297,141,1.412333247840183,-1.1526314959401627
S380,C,0.7979912607544687,142,0.638849065320018,-0.020134299710313854
S398,C,0.7978038647695911,143,0.699026407006262,-0.1107181997317134
S061,C,0.7960443805266768,144,0.5302598357334691,0.12099128653004917
S391,C,0.7941282889489653,145,0.5794438207814265,0.029726193149163558
S058,B,0.7928926098443663,146,1.4415245242726467,-1.253788617724738
S065,A,0.7902311254400125,147,-0.28552496147549666,1.267336658524375
S337,A,0.7896515208444723,148,-0.18806667073364902,1.1179359117083107
S345,C,0.7896181677075991,149,0.3569221311794169,0.3138340603457481
S325,C,0.7895216188717757,150,0.4834962762496461,0.12621279701482555
S355,C,0.7885019313396293,151,0.6772890606637184,-0.16956770604797225
S016,A,0.7859999658414889,152,-0.16451807256993561,1.047518257766026
S020,C,0.7859352092325058,153,0.4767782404220505,0.10107051383841262
S008,C,0.7825741730652725,154,0.5032053957414326,0.02924669623664664
S331,C,0.7810253146698032,155,0.4773211758910999,0.05228483765342848
S203,A,0.7799253540109686,156,-0.3856851599814137,1.3143383569095015
S060,C,0.7793878370691125,157,0.44872099716065555,0.0784625217615609
S381,A,0.7785312326179756,158,-0.3969990970773382,1.3173998008485701
S173,C,0.778512365016001,159,0.11720574238555666,0.5588411973593607
S026,A,0.7755071397605701,160,-0.2807112842776462,1.1163381154859082
S128,A,0.7752912359949077,161,-0.30510079808194684,1.150198901250024
S009,B,0.7721946368997337,162,1.3863482223846517,-1.3746954546362522
S002,A,0.7720456311103532,163,-0.351047456977914,1.1862436134357661
S134,B,0.7719986077172069,164,1.3920254733416573,-1.3849843537124265
S085,C,0.7713224320554178,165,0.36959606215358526,0.11633573686466006
S066,A,0.771017483961484,166,-0.24351557719569328,1.0176021947696752
S238,B,0.7697361380177867,167,1.2440650835093563,-1.1888765628825453
S115,A,0.7693574720884068,168,-0.26064070692393837,1.0266356908173828
S220,C,0.7693416491604606,169,0.5728672475337896,-0.20281685968164923
S267,C,0.7691626193791931,170,0.5660997100609912,-0.19458544490158405
S369,C,0.7662130159663777,171,0.4499567136700783,-0.05211891916955655
S029,B,0.7660212728997235,172,1.2877088597297481,-1.2895502955297977
S279,C,0.7640878090593082,173,0.3212222358680458,0.1169750492416066
S276,B,0.7577976551841069,174,1.271121721780873,-1.3454570830160342
S347,C,0.7541396264441026,175,0.28617088434023624,0.07144581985492124
S384,C,0.7537309817331812,176,0.44228676158145186,-0.1627951678778871
S064,A,0.7528493652962042,177,-0.2818915000296609,0.8966418834085139
S402,B,0.7526287840335785,178,0.9985695422247037,-0.9939998593096512
S269,A,0.7520475774305516,179,-0.30279559600774486,0.9196362976639922
S190,B,0.7505961568543056,180,0.9102090826191556,-0.8835466572361793
S207,C,0.7487868127973885,181,0.30635598926851865,-0.010637775369169957
S168,B,0.7476344392590877,182,1.0722627421110338,-1.151496430311482
S030,A,0.7472247730564042,183,-0.5518334070445252,1.2397955393998288
S292,A,0.7455944708621787,184,-0.4683964763734878,1.1008055928390386
S047,B,0.7455389087521753,185,1.1454355467536868,-1.2798950729832275
S106,A,0.7452994722450841,186,-0.5545004175397759,1.224912803384371
S332,A,0.7448530578647474,187,-0.55042547720944,1.21454002812613
S400,B,0.7445067779846686,188,0.8794914077293315,-0.8977548980469834
S032,C,0.7438751607013951,189,0.21836499883951424,0.0711334949082206
S171,C,0.7438061776693274,190,0.22651599515771717,0.05843783204935396
S287,B,0.737136389233374,191,1.0013928761991666,-1.1495726928792775
S179,B,0.736861241649792,192,0.9966113943159682,-1.1452097787387903
S215,B,0.7366120090963078,193,0.9070671270700508,-1.0155813319499345
S090,C,0.7364719410119552,194,0.17553044753423128,0.06195550253692453
S387,B,0.7361006764348883,195,1.1242659189664188,-1.3409139418418894
S390,B,0.736031039092472,196,1.0395892495289105,-1.2167092607653027
S328,B,0.7360047702908896,197,0.9104538889321787,-1.0265109027005845
S236,C,0.7355589363588885,198,-0.05106626105350613,0.3872284131950572
S157,A,0.7323411110468937,199,-0.48955633376968727,1.0024866619776953
S137,B,0.7319307203696589,200,1.022710603395798,-1.2318886724750995
S053,A,0.7319077325886562,201,-0.6080325776951127,1.172985711839852
S240,B,0.7315667536197588,202,1.0093430056009343,-1.2157305779091387
S377,C,0.7309679675027713,203,0.07511621917283341,0.1562603449728277
S166,B,0.728800716464546,204,0.9952495935710868,-1.221977710265219
S378,B,0.7276035011822024,205,1.0365798893385365,-1.294634146714934
S313,C,0.7267409992668314,206,0.19884725107934978,-0.06753479121883457
S182,C,0.7256160560277913,207,0.1095296709043052,0.05320091159918808
S095,B,0.7254392969936808,208,0.877719424385961,-1.0814900376060606
S349,C,0.724918674059303,209,0.017207106496228874,0.182547113114565
S399,B,0.724144979049969,210,1.0632842699783833,-1.3678195704908125
S019,B,0.7232216217084253,211,0.8210901472849725,-1.0196440158181777
S201,A,0.7228676224973446,212,-0.689838513696257,1.2052870993347498
S125,B,0.7213510704600294,213,0.9750477324651404,-1.2649892199848298
S178,A,0.7206128013821439,214,-0.6729989073927012,1.1584146224088467
S375,B,0.7200274130287959,215,0.7230774142760558,-0.9063074344910269
S001,B,0.7199270959236922,216,0.8912184693368768,-1.1552704181262736
S344,B,0.7190879764633042,217,0.9074641754446247,-1.1874311774426496
S371,B,0.7186365214684421,218,0.871269842239478,-1.1384621396764734
S359,C,0.7158676134251108,219,0.12565825057095265,-0.06585887910706309
S154,A,0.7147402162131441,220,-0.2610737801150814,0.4934940809083794
S111,B,0.7142964950929545,221,0.9060068992030885,-1.2321095796056196
S214,B,0.713849034794894,222,0.9125815433873374,-1.2461792610747624
S319,B,0.7117212548782458,223,0.8893195545028153,-1.2326663753339728
S070,C,0.7110911736970658,224,0.14932642808348165,-0.14744651410187662
S385,B,0.7103760473560955,225,0.8234084596840153,-1.1486043576433105
S013,C,0.7099449016653172,226,-0.07811845060874022,0.17679757168797378
S004,B,0.7093930246898145,227,0.9285071622412878,-1.3132162022295102
S311,B,0.7093012823290451,228,0.851524269782227,-1.2005747108994804
S045,B,0.7065966371076271,229,0.7513366867122163,-1.0792459989070247
S321,B,0.7057090464789286,230,0.9978411683562808,-1.4514772694406974
S152,A,0.7055624558875053,231,-0.7027345633685687,1.0551815600677632
S046,A,0.7048978752266533,232,-0.7387732446542022,1.1018381347421657
S401,B,0.7045209638518842,233,0.8147812990256531,-1.1931029651846214
S044,C,0.7036935862072872,234,-0.23105966017558005,0.34126789732543467
S335,B,0.7002180000928073,235,0.8113933383847407,-1.230159565203857
S322,B,0.698651922854323,236,0.7437325104924396,-1.1456755399475957
S078,A,0.6978836646920848,237,-0.7616835717945696,1.0670767597147188
S318,A,0.6962470128512076,238,-0.8101382142803447,1.1225448390772175
S010,B,0.6957589508402098,239,0.6811043983352393,-1.0815818933007433
S077,B,0.6949713077693036,240,0.8843937935290149,-1.3891006624889362
S011,C,0.694125514625963,241,-0.1246048780932909,0.09075343278641038
S248,B,0.6930887510088323,242,0.7758430062009445,-1.2474031325761197
S147,B,0.6893052148722338,243,0.5370781805856264,-0.9322381069471409
S075,A,0.6881449289389616,244,-0.8535362628229172,1.1073678443714463
S039,C,0.6853502535090751,245,-0.1736244070140307,0.07728823631768686
S176,B,0.6845857689089436,246,0.6110709033644997,-1.0874898131165696
S315,B,0.6839891119812167,247,0.9888842942562481,-1.6505384979829574
S200,B,0.6828453677702775,248,0.6629331180683183,-1.1809878477500833
S301,C,0.6807276556438682,249,-0.25206639212107285,0.14780112908161028
S222,B,0.6788775874692642,250,0.6225401300992166,-1.1601918566669212
S383,C,0.6778115567949777,251,-0.15410677236370054,-0.02517381217284428
S305,C,0.6771598507443237,252,-0.16558165202985003,-0.014619297190732485
S118,B,0.6757935314702579,253,0.6283095686746425,-1.1988417158004803
S033,C,0.6754020731465651,254,-0.301776783122268,0.1690689303656564
S142,B,0.6738239646502401,255,0.6250078089424876,-1.213220909363436
S005,A,0.6715261458543376,256,-0.9161789123377946,1.0373391007302888
S133,C,0.6709717842891888,257,-0.21413946736698425,-0.003480518994947582
S237,A,0.6704525141947587,258,-0.9884195074814593,1.1333903123086826
S358,B,0.6700442693493709,259,-0.08809808127337451,-0.1984371648564985
S057,B,0.669797148288367,260,0.6549804409213504,-1.2967805092933697
S028,B,0.6681684669934135,261,0.5454737112118163,-1.1511919569626723
S153,B,0.6671313554623303,262,0.54226851303212,-1.1566005781609436
S327,B,0.6670657479166964,263,0.38565255404746374,-0.9262569640547769
S079,B,0.6658346382236854,264,0.6111527423781505,-1.2708673340701186
S249,B,0.6635632060727364,265,0.558840623278116,-1.215913837692135
S206,C,0.6618012204750191,266,-0.399801026090237,0.1807172339836407
S389,B,0.6610335641958736,267,0.6322988033426578,-1.348975983059793
S259,B,0.6606673750567718,268,0.5849687072889297,-1.2827500703653116
S189,A,0.6602640095215998,269,-1.1471530693201184,1.2679249052211268
S264,B,0.6601804955828194,270,0.3281323318552248,-0.9087136667585581
S261,B,0.6601567618734663,271,0.6243465467315408,-1.3458166933363154
S273,A,0.6596695097589153,272,-0.6674475616026505,0.5546218724061628
S280,B,0.657558149684612,273,0.5250499307211298,-1.224765750473724
S221,A,0.6573084357900617,274,-1.0598282520402178,1.1102488935916248
S186,C,0.6572420170849429,275,-0.15304824143223084,-0.2277633130347099
S124,B,0.6567105246200869,276,0.5960114517709582,-1.3377071706121242
S018,B,0.6561322868292226,277,0.45099153225799626,-1.1294759479277063
S112,B,0.654809572968974,278,0.7518054635026222,-1.5860579320360584
S048,B,0.6529440896157044,279,0.3271138420502673,-0.9779337239652176
S303,B,0.6522009113913368,280,0.08083024821571433,-0.6219659092070213
S120,B,0.6508905919780857,281,0.37251638943414406,-1.0649646541141444
S357,C,0.6499634771712269,282,-0.3313303351403601,-0.035958199101729565
S105,B,0.6499065332834105,283,0.48840073816281077,-1.245493817411934
S117,B,0.648443616589085,284,0.45353875121480297,-1.2083749126366743
S199,B,0.6457038580396185,285,0.3173709748764736,-1.0343240348562852
S271,C,0.644044579967247,286,-0.16639149325405939,-0.33706401393024354
S272,B,0.6345045817082573,287,0.34523176900817937,-1.184866218206321
S379,C,0.6290536199002956,288,-0.5477466145138238,0.07886872585264751
S024,B,0.6283604334688955,289,0.36896035139550704,-1.2799097039024154
S395,A,0.6223853112951133,290,-1.2326851469783107,1.023879157453027
S230,B,0.6220955206357255,291,0.3884882343077127,-1.369938039894618
S351,C,0.6207490359220833,292,-0.578160688639613,0.04256328168990306
S270,C,0.6195883728839531,293,-0.5430668617359464,-0.020538079326270966
S260,B,0.6184669214913397,294,0.45538016556558525,-1.5040561912133248
S342,C,0.616695130020245,295,-0.567371824534134,-0.012967916997753539
S149,C,0.6149766971240965,296,-0.5832350890594803,-0.00636643583747423
S069,B,0.6134673208464969,297,0.07102485465561681,-0.9860519940847426
S023,C,0.6123112757384467,298,-0.5590441415949449,-0.06809386753973742
S388,B,0.6082375170786773,299,0.24327734210421673,-1.2912097432966452
S253,C,0.6080968500276371,300,-0.6652856453620977,0.04740821256782676
S110,C,0.6070953118807305,301,-0.6484029711205065,0.012720686463525342
S224,B,0.5965495365312528,302,0.18928877811505612,-1.3258126869865179
S263,C,0.5944189834224372,303,-0.6731975579875008,-0.07459817965350798
S239,C,0.592252317688492,304,-0.5927130514783853,-0.2144756866995924
S210,C,0.5908641480230835,305,-0.7338523511274254,-0.019883341679092306
S362,C,0.5896769253588642,306,-0.7797139321803057,0.0361526848328759
S081,B,0.5872851357351447,307,-0.013129333644163615,-1.1178186367397207
S333,B,0.5848713150407199,308,0.4883467863945999,-1.8810104428203036
S316,B,0.5848542200898326,309,0.15270724557293497,-1.3861600584371998
S233,B,0.5838254472244339,310,0.032751619511643876,-1.2192979978319651
S232,B,0.5815874843412634,311,0.20427452299674878,-1.4941401379022548
S123,A,0.5806797488417138,312,-1.5066143298783647,1.0202902310993704
S298,B,0.5775828242711403,313,-0.03122691302854438,-1.185949185369338
S291,A,0.5744477668520529,314,-1.5428880483210006,1.0128826368291357
S150,A,0.5731850310019848,315,-1.5775717703403946,1.0516950168139052
S114,A,0.5719445132164857,316,-1.5949931590924427,1.065265210945107
S007,A,0.5715167188755605,317,-1.5706697541851797,1.0252109948243746
S386,B,0.5713229574294661,318,-0.1328254526226828,-1.0972850903459037
S286,B,0.5700735569721508,319,-0.059781303095140376,-1.217224666067263
S073,B,0.5696621891841299,320,-0.018741962766485525,-1.2817718150951787
S376,B,0.5676371494978704,321,-0.03353138304392139,-1.2797505926548676
S225,B,0.5674303894875365,322,-0.09922471099058769,-1.1848835778849076
S138,B,0.5672761701691563,323,0.0819705305075234,-1.4536263002391985
S197,B,0.5662067310829163,324,-0.0246116758011929,-1.3068854423315674
S025,C,0.5646452858185266,325,-0.877744003017797,-0.0639047281766976
S266,A,0.5626542941203251,326,-1.5775438697395385,0.948735841317977
S191,B,0.5625743392237265,327,-0.0789806187369558,-1.2621992484017108
S235,B,0.5593665964557178,328,-0.11355444384919292,-1.2425577119029225
S245,C,0.5592539782000545,329,-0.9769194885694754,0.0296742522421781
S113,C,0.5591739195892825,330,-0.926634541626714,-0.045270845041245095
S258,B,0.5558878078131986,331,-0.0710843259916831,-1.3391932755024758
S202,B,0.5549731453909824,332,-0.04471441908365903,-1.387023986142095
S188,B,0.553808104988514,333,-0.2651137438909464,-1.0733544498598269
S366,B,0.5503025762010555,334,-0.23050358714428829,-1.1586590963478238
S353,B,0.5455184942528583,335,-0.22236541025317866,-1.2174170223016045
S050,B,0.544917299257594,336,-0.3202564157779903,-1.0789181684044042
S397,B,0.5400823224198579,337,-0.3992246800404241,-1.00970469623053
S036,B,0.5315535007871397,338,-0.3721618178946088,-1.1329714092927985
S126,C,0.5303907163114387,339,-1.1522198172959812,0.006131900892518724
S180,B,0.5269016056549102,340,-0.3317002690386424,-1.2381095341598958
S074,C,0.5253335984655568,341,-1.1010913158843978,-0.11869864762163809
S314,C,0.5232042947576457,342,-1.035230944374957,-0.23664262878351564
S129,C,0.5185756010242205,343,-1.1411951380986263,-0.12559822498923048
S360,B,0.5171275958060497,344,-0.4778892722329403,-1.1180253614853324
S213,C,0.5119760373569547,345,-1.2318750859308818,-0.05635729174005824
S054,B,0.5108111789816492,346,-0.4530900778659779,-1.2163314370410763
S193,B,0.5083752274521616,347,-0.03399366048043426,-1.8582419537216066
S307,A,0.5083665704514166,348,-1.9705781156780249,0.9978420146767667
S067,C,0.49918388880911224,349,-1.3058646926515671,-0.07225288149333739
S003,C,0.4967536632770575,350,-1.3133320102555825,-0.08499057573584615
S076,C,0.4943866904011711,351,-1.3372960936740041,-0.07277986552892593
S216,B,0.4903461290737245,352,-0.5943885023115596,-1.207944813399033
S088,B,0.4849114651752405,353,-0.5473172788665293,-1.3304812900659244
S037,C,0.47528588382504394,354,-1.5031523755014624,-0.014841226998649561
S310,B,0.47430378857380423,355,-0.6932646245961208,-1.2189010405366016
S086,C,0.4693058256106765,356,-1.522626472208508,-0.04456363907488661
S146,B,0.46859981977781257,357,-0.7295600777873018,-1.2211162495062164
S143,A,0.4669327221557201,358,-2.1738030233575785,0.8926304896353047
S141,B,0.46513866984957775,359,-0.7090196912614706,-1.2852363978756864
S392,B,0.4630706332878066,360,-0.76773688762067,-1.2188485762448604
S324,B,0.46295404378062494,361,-0.7512819743078698,-1.2442565213898777
S172,B,0.46240305515582625,362,-0.7711267500206843,-1.22037335597437
S256,B,0.4611168198442365,363,-0.7041653591230979,-1.3317017755834015
S092,B,0.46074949154283573,364,-0.7990049878975658,-1.1954176355438193
S348,A,0.45990794676146307,365,-2.280260371187481,0.9809850567233832
S352,A,0.4554914534981127,366,-2.286627341827163,0.9472125088920849
S169,B,0.45325387356332225,367,-0.8393237845772986,-1.2092090031607405
S244,C,0.4429274212359517,368,-1.592949152514663,-0.198647331804966
S174,B,0.44207891090548224,369,-0.9247186626149119,-1.1924786142654402
S080,C,0.44044335853446165,370,-1.658437855717573,-0.126338432123459
S294,C,0.43491222831294674,371,-1.6497979337441602,-0.19313733930929636
S218,C,0.43260699974863737,372,-1.6935041866810712,-0.15120648725772837
S175,B,0.4321397205598153,373,-0.9580816374694228,-1.2404100609457094
S365,C,0.3980849664141195,374,-1.9251038396740734,-0.14701965083568694
S098,B,0.3814490400615976,375,-1.241072785054335,-1.3184464896562098
S284,C,0.3810409806922817,376,-2.0226538864474213,-0.1697208250714081
S247,C,0.3800720123029474,377,-2.033007690577908,-0.16392036562501724
S374,C,0.3797002969463505,378,-2.0231132776163823,-0.182145939441033
S329,A,0.3702632947877359,379,-2.829334324025354,0.9146790789188141
S275,A,0.36529700412171057,380,-2.8459278687395217,0.8906159487060795
S282,A,0.3439393566896647,381,-2.9801336048552702,0.8798184801975906
S346,B,0.3374719359526737,382,-1.5039519764455715,-1.3605325001954884
S338,B,0.3331250219828263,383,-1.5583574342973112,-1.322775553883006
S055,B,0.3254658194976265,384,-1.5954945899122308,-1.3428580888819002
S367,B,0.3241616429547759,385,-1.6126575583614977,-1.3302911694281285
S194,C,0.32165918339492505,386,-2.359527540516171,-0.25322794386424374
S040,B,0.3189552466415062,387,-1.6821874858249386,-1.2786277361732075
S364,B,0.3131445206270607,388,-1.6935762244156078,-1.3186199242652357
S031,B,0.29984829759108733,389,-1.7795532842482131,-1.3217622117171375
S268,C,0.2980036057335468,390,-2.5846613468440527,-0.15237820908365787
S306,C,0.2946712176056581,391,-2.5670019274904354,-0.21099096454618207
S356,C,0.28787007217049704,392,-2.584780619969166,-0.2512384148030954
S151,C,0.21729552855615394,393,-3.028850678606391,-0.28603499879445404
S308,B,0.1977169826776819,394,-2.3950255329647914,-1.4121742685052447
S330,B,0.19179150793938105,395,-2.392595821267883,-1.4736680281729242
S131,B,0.1848612140007848,396,-2.478507554347188,-1.4146917516233486
S139,B,0.16671245568841472,397,-2.5994815566659413,-1.4136432030026393
S340,B,0.13608666943253536,398,-2.7744046871982713,-1.4549672050939295
S229,A,0.12647283870706885,399,-4.318918810192292,0.7290000452842746
S361,C,0.07081835350234243,400,-4.00311175283107,-0.28068478372580474
S108,B,0.056915924650791226,401,-3.300096528985259,-1.4533956293880026
S140,B,0.0,402,-3.6880256183003564,-1.4375044797527916
