sample_id,dataset,pc1,pc2,tsne1,tsne2
92,CRC,6.916163,-1.349214,4.777297,-16.497316
93,CRC,1.988152,-6.979220,-4.202376,25.979631
94,CRC,7.076599,1.690885,5.568316,-12.921262
95,CRC,-0.346700,0.041134,1.777137,-20.713760
96,CRC,1.669593,-5.529013,1.415363,23.297476
97,CRC,9.200618,1.125207,5.889013,-20.579987
98,CRC,13.072326,1.593589,7.601124,-20.591965
99,CRC,7.716882,-0.963985,-7.249661,-11.777442
100,CRC,6.302186,-4.160519,-10.128381,-12.794092
101,CRC,1.159606,-5.942158,21.640862,3.249144
102,CRC,4.485919,-4.648743,-15.533485,-14.912547
103,CRC,-2.216127,-1.230098,11.613710,10.419560
104,CRC,-0.309926,0.022000,1.761069,-20.046049
105,CRC,1.427990,-4.810747,-3.035470,22.446711
106,CRC,11.279075,5.196618,19.043154,-21.699163
107,CRC,4.060601,-5.521353,14.828962,9.248936
108,CRC,2.684750,4.626406,16.408390,-28.348801
109,CRC,5.789132,5.411438,13.795192,-25.317713
110,CRC,1.052536,-10.030867,-5.249125,24.081125
111,CRC,3.502475,-1.786652,-23.091110,5.629552
112,CRC,10.281180,4.249813,18.688957,-20.780373
113,CRC,1.242842,-5.929165,22.407017,4.073843
114,CRC,8.912055,-3.108356,24.758654,1.945722
115,CRC,7.692028,-1.671219,-3.348011,-16.036322
116,CRC,4.221458,-5.298923,-9.887589,-19.571129
117,CRC,0.725524,-5.093262,-1.159433,21.785410
118,CRC,3.166899,-6.024100,21.247921,1.393078
119,CRC,6.299409,-1.747313,-1.648212,-26.563576
120,CRC,0.550689,-2.777422,-7.727736,-12.969506
121,IBD,-1.020300,5.871317,10.298825,-3.202810
122,IBD,4.324899,-1.363334,30.007179,-4.189183
123,IBD,-4.672681,0.029113,-0.126784,12.411171
124,IBD,-5.353493,-1.971542,-8.693970,15.534878
125,IBD,-5.349737,2.026833,17.005825,18.970528
126,IBD,-3.837909,1.474446,-25.648682,15.550638
127,IBD,-3.661438,1.670749,-12.006922,-5.884951
128,IBD,-2.561447,3.844869,23.259562,13.209310
129,IBD,2.146725,6.736172,12.349579,-19.818312
130,IBD,-0.794702,0.311435,3.367093,-5.538549
131,IBD,-1.562076,0.295501,-24.105200,10.328597
132,IBD,-4.939251,0.598801,-18.928507,19.343056
133,IBD,0.635258,2.644909,17.004528,-12.001966
134,IBD,-1.403883,6.534394,20.995028,17.341398
135,IBD,-3.504520,-4.896932,-8.963500,27.880117
136,IBD,-5.585495,-3.472472,-11.693370,22.185791
137,IBD,-3.999815,-2.435556,-11.338898,13.354327
138,IBD,-4.221280,2.072174,-27.584652,4.849103
139,IBD,-4.396476,-1.811913,1.633433,16.806293
140,IBD,-5.040454,-1.450167,-14.545125,0.864264
141,IBD,-4.184753,1.477742,-17.150896,14.040880
142,IBD,-0.683711,1.355670,-0.979108,-12.742156
143,IBD,-4.191588,0.341799,-10.973386,4.561614
144,IBD,-6.384622,1.072860,7.711243,13.266524
145,IBD,-2.052595,1.193091,-19.938856,8.283943
146,IBD,-3.312237,0.965639,-4.649115,-4.717332
147,IBD,-6.670779,1.322694,-21.181368,2.339900
148,IBD,-3.251375,2.021818,-21.425924,-0.949592
149,IBD,-3.948800,-0.082093,-5.281101,4.907375
150,IBD,-1.049311,2.121635,3.795842,-8.952165
151,IBD,-6.919144,-0.085286,7.250783,21.191132
152,IBD,-0.189114,1.868643,10.846322,-33.309387
153,IBD,-5.004720,-0.214562,-2.176129,4.398742
154,IBD,0.803707,-1.174738,-0.910865,-16.834013
155,IBD,-6.655257,0.042054,4.916344,11.473736
156,IBD,-2.916296,0.518460,-15.738896,10.543508
157,IBD,-4.836754,-3.725346,-5.463437,19.625664
158,IBD,-4.065795,-4.990906,-7.917048,25.128561
159,IBD,-0.761695,1.643675,-20.726641,12.314489
160,IBD,-5.020970,-1.162513,9.372984,24.379860
161,IBD,-5.579284,2.414161,3.049530,12.189266
162,IBD,-4.517538,3.953138,18.887257,12.413472
163,IBD,-4.157067,1.987662,2.750140,-3.536936
164,IBD,-4.894346,-1.040684,-16.156668,7.101542
165,IBD,-2.765561,0.990597,-14.717664,25.477819
166,IBD,3.520782,3.788350,4.561704,-30.010090
167,IBD,2.967179,7.135498,-24.643446,22.367506
168,IBD,-6.841661,-1.613543,-8.129490,19.469814
169,IBD,-4.828991,1.688166,-13.715837,4.210471
170,IBD,-5.254568,-1.482704,-10.255430,8.401688
171,IBD,-3.955911,1.664309,-0.477188,-3.779880
172,IBD,-2.272088,2.007878,4.748987,-6.789671
173,IBD,1.319195,5.699216,9.004099,-15.057538
174,IBD,-5.119252,0.792150,1.305717,5.486087
175,IBD,-7.155977,-1.620860,5.049325,17.981789
176,IBD,-2.491061,4.036411,-0.674980,-0.520733
177,IBD,-0.612695,-0.567765,-18.998119,-5.769804
178,IBD,-2.894960,-4.195892,-27.367952,-0.971783
179,IBD,5.376243,9.778923,15.564984,-19.165642
180,IBD,-4.129351,1.409045,-2.621593,-1.569042
181,IBD,-2.643273,-1.073995,-17.039679,-1.418883
182,IBD,-5.380771,-0.465090,-8.734608,7.830500
183,IBD,-1.483875,-5.428536,0.261284,19.906950
184,IBD,-1.306699,0.274997,5.140741,28.340117
185,IBD,-0.260563,3.998035,21.649876,-4.406991
186,IBD,-6.523753,1.086645,5.213322,14.093162
187,IBD,-5.959176,0.994163,7.944363,16.768448
188,IBD,-3.736807,1.389082,-7.705455,-5.061528
189,IBD,-2.426946,0.175756,14.740794,12.864941
190,IBD,-2.572954,2.477947,5.289777,-3.559866
191,IBD,-0.376076,0.652983,-23.961208,-6.859080
192,IBD,2.386599,-2.688333,-16.984318,-5.557073
193,IBD,-1.778451,1.282094,2.536973,14.479334
194,IBD,-6.122245,-2.705479,-12.565248,12.906132
195,IBD,-2.721528,-0.753341,12.642489,8.345099
196,IBD,-3.759931,-2.795853,0.188298,14.796807
197,IBD,-0.192610,-2.278976,1.627878,19.204615
198,IBD,10.241594,7.622881,20.614271,-21.025515
199,IBD,-4.926285,2.111981,4.842061,-2.109514
200,IBD,-5.596206,0.646475,-4.788363,2.418811
201,IBD,-1.839808,2.123677,-0.947858,-8.344317
202,IBD,-2.999384,1.174001,-2.169125,-7.187666
203,IBD,-1.598321,5.192008,1.127218,-7.710912
204,IBD,-0.308485,1.693755,8.883957,-2.180009
205,IBD,-3.166733,-2.820642,-12.276295,18.517748
206,IBD,1.654264,1.247182,-3.993799,-8.815229
207,IBD,9.636676,1.017951,-14.618729,-3.867368
208,IBD,14.629917,2.389592,20.976458,-22.768761
209,IBD,-3.449125,-1.245251,-2.340787,-3.293986
210,IBD,-2.370261,2.800428,1.192031,-2.683574
211,IBD,8.176034,6.050593,21.006466,-17.825964
212,IBD,3.662131,8.232249,2.177202,-7.327664
213,IBD,-4.216874,-2.509818,-0.275262,26.038635
214,IBD,-3.063392,0.192314,-6.286394,-3.009583
215,IBD,-0.670392,5.802739,8.545979,-12.837945
216,IBD,0.551081,8.587764,12.608801,-7.360188
217,IBD,-5.344856,2.462386,11.550235,19.330065
218,IBD,-0.297714,10.983038,19.050474,18.328344
219,IBD,-4.791937,-0.275040,-9.801682,6.620980
220,IBD,8.922814,6.181915,13.192836,-25.886177
221,IBD,-4.903481,-1.416461,1.113088,13.213203
222,IBD,2.130736,3.989052,0.159977,-10.780684
223,IBD,0.145987,4.530816,14.396069,3.784683
224,IBD,2.930258,3.207041,1.810119,-12.090532
225,IBD,-5.230090,2.151591,-9.581592,-4.465646
226,IBD,3.285158,-4.209966,-13.972675,-2.677036
227,IBD,0.835257,3.567870,-4.469574,-6.092495
228,IBD,-0.334107,3.170535,6.640337,-6.759486
229,IBD,-1.163879,2.625223,14.550480,19.362640
230,IBD,-2.358056,3.772725,1.574210,-15.274584
231,Obesity,4.323946,-1.362548,30.007181,-4.189175
232,Obesity,-4.672629,0.029170,-0.126307,12.410942
233,Obesity,-5.349855,2.027106,17.005835,18.970510
234,Obesity,-3.832051,1.533965,-25.649187,15.550632
235,Obesity,-3.660760,1.670490,-12.007200,-5.884809
236,Obesity,-2.561498,3.844886,23.259705,13.209295
237,Obesity,2.146306,6.736041,12.349557,-19.818314
238,Obesity,-1.503292,0.263144,-24.103628,10.324780
239,Obesity,-4.955855,0.592168,-18.928438,19.342939
240,Obesity,0.635261,2.644883,17.004564,-12.001969
241,Obesity,-1.403928,6.534482,20.995029,17.341396
242,Obesity,-3.457499,-4.930152,-8.965882,27.881699
243,Obesity,-5.582940,-3.472681,-11.693151,22.185787
244,Obesity,-3.999831,-2.435854,-11.339296,13.354744
245,Obesity,-4.220949,2.072282,-27.584627,4.849104
246,Obesity,-4.399007,-1.810512,1.634153,16.807161
247,Obesity,-5.040915,-1.448545,-14.545186,0.864292
248,Obesity,-4.184817,1.477449,-17.150932,14.040873
249,Obesity,-0.683608,1.355576,-0.979611,-12.742368
250,Obesity,-4.184326,0.336063,-10.972328,4.561337
251,Obesity,-6.387525,1.080871,7.711432,13.267033
252,Obesity,-2.049338,1.194308,-19.938900,8.284002
253,Obesity,-3.310194,0.963974,-4.648747,-4.718288
254,Obesity,-6.670906,1.322822,-21.181150,2.339823
255,Obesity,-3.252711,2.020683,-21.425911,-0.949583
256,Obesity,-3.948902,-0.081995,-5.281249,4.907413
257,Obesity,-6.926301,-0.079908,7.251020,21.191250
258,Obesity,-0.188923,1.868731,10.846320,-33.309391
259,Obesity,-5.004365,-0.215010,-2.176187,4.398308
260,Obesity,0.803850,-1.174738,-0.911063,-16.834393
261,Obesity,-2.916190,0.518440,-15.738265,10.540714
262,Obesity,-4.837749,-3.724562,-5.463406,19.625599
263,Obesity,-4.065761,-4.990609,-7.917077,25.128593
264,Obesity,-0.761748,1.643666,-20.726665,12.314504
265,Obesity,-5.019344,-1.164291,9.373081,24.379869
266,Obesity,-4.516785,3.957359,18.887594,12.413549
267,Obesity,-4.158049,1.989206,2.750301,-3.536477
268,Obesity,-4.894487,-1.043107,-16.151888,7.099666
269,Obesity,-2.765472,0.990701,-14.717660,25.477898
270,Obesity,3.520066,3.785354,4.561722,-30.010048
271,Obesity,2.978227,7.129278,-24.643452,22.367512
272,Obesity,-6.840913,-1.613803,-8.129765,19.469332
273,Obesity,-4.829015,1.688158,-13.716198,4.210481
274,Obesity,-3.955459,1.664561,-0.477253,-3.779938
275,Obesity,-2.272139,2.007815,4.748881,-6.789875
276,Obesity,-5.119382,0.791939,1.305679,5.486133
277,Obesity,-7.156126,-1.620870,5.052624,17.984547
278,Obesity,-0.398364,0.792018,-19.050617,-5.690230
279,Obesity,-2.894523,-4.196361,-27.367949,-0.971762
280,Obesity,5.375764,9.776934,15.564881,-19.165697
281,Obesity,-4.127985,1.409850,-2.621786,-1.568948
282,Obesity,-2.643831,-1.074502,-17.038059,-1.417998
283,Obesity,-5.380720,-0.464977,-8.734880,7.831355
284,Obesity,-1.483547,-5.428558,0.261540,19.907171
285,Obesity,-1.315477,0.234415,5.140085,28.339033
286,Obesity,-0.261096,3.993425,21.649639,-4.407101
287,Obesity,-6.523818,1.086757,5.213325,14.093173
288,Obesity,-5.959382,0.993524,7.944351,16.768436
289,Obesity,-3.736799,1.388930,-7.705483,-5.061421
290,Obesity,-2.428275,0.176964,14.740760,12.865036
291,Obesity,-2.572903,2.478000,5.289872,-3.559837
292,Obesity,-0.376107,0.652897,-23.961203,-6.859069
293,Obesity,11.050598,1.965001,19.540302,-23.010822
294,Obesity,2.933509,5.747746,9.185411,-9.992089
295,Obesity,-3.644265,4.333205,8.046564,-0.656919
296,Obesity,-3.747477,-1.217537,-0.945384,5.261189
297,Obesity,-2.204099,4.290344,12.499331,4.401905
298,Obesity,1.823306,-1.086605,7.817813,6.588168
299,Obesity,-3.313428,-0.920039,-0.319556,7.200511
300,Obesity,-2.723643,1.803934,6.645277,7.072707
301,Obesity,-2.246567,-5.170249,-5.476605,22.899662
302,Obesity,-3.615744,0.524812,-0.043688,2.865678
303,Obesity,-3.322880,-0.307322,-3.488565,3.392097
304,Obesity,-3.797404,-1.615847,-9.063140,-0.292060
305,Obesity,-5.624681,-3.304251,-7.604050,11.527413
306,Obesity,3.070993,5.031064,7.147545,-11.138299
307,Obesity,-2.407714,0.004265,0.206938,1.597963
308,Obesity,-2.895868,-1.637657,-1.665663,8.954924
309,Obesity,-2.592337,-0.208304,4.596845,0.033919
310,Obesity,-2.313351,0.077757,3.407772,0.978345
311,Obesity,-2.884693,-2.402221,-11.102721,10.123072
312,Obesity,0.880606,1.554429,14.280045,5.486917
313,Obesity,2.752492,3.543534,4.650484,2.493580
314,Obesity,-0.702790,-4.574263,-10.909529,-1.277663
315,Obesity,-2.955250,-1.385688,-6.188722,0.641990
316,Obesity,1.642402,1.413240,7.889879,-7.983447
317,Obesity,-3.922061,-3.807587,-13.454588,-0.819648
318,Obesity,-2.515011,-4.133213,-11.957923,1.726370
319,Obesity,-4.704577,-2.883681,-8.297050,4.494706
320,Obesity,-4.853214,-1.804775,-9.269341,17.451172
321,Obesity,-1.718524,2.609890,8.239478,-5.990775
322,Obesity,-4.712615,-2.149272,-5.199389,16.651333
323,Obesity,5.112622,6.699887,14.179577,-13.222363
324,Obesity,1.739980,-3.201767,-19.239420,-7.794550
325,Obesity,-3.890327,1.212004,2.443896,0.863088
326,Obesity,-4.714852,0.896700,3.157845,9.597971
327,Obesity,-3.012498,-2.214196,-8.225426,2.130349
328,Obesity,-5.005341,-2.130991,-4.439464,6.998977
329,Obesity,4.418600,6.343553,13.558753,-16.682550
330,Obesity,2.904979,4.123565,10.247192,-8.321505
331,Obesity,-2.632089,-3.649086,-4.295061,21.639820
332,Obesity,1.961362,6.910081,11.536232,-5.360561
333,Obesity,-4.549237,-3.018971,-6.490814,17.017643
334,Obesity,1.031436,2.804248,6.080349,-9.181630
335,Obesity,-1.011663,2.428054,-0.309987,-6.566352
336,Obesity,-2.863032,-1.178546,-13.340299,7.858088
337,Obesity,-3.377184,3.275014,7.309279,-3.375083
338,Obesity,-3.807119,-4.238870,-3.199168,14.548456
339,Obesity,-1.974510,-3.917487,-5.616933,21.780636
340,Obesity,-1.650189,3.622521,2.124600,-0.497562
341,Obesity,-2.792204,-1.623103,-13.350845,15.810011
342,Obesity,-4.034091,-1.990463,-6.901409,3.425098
343,Obesity,-3.239834,3.836805,1.254796,-0.932634
344,Obesity,-2.091224,0.918006,3.320830,2.705328
345,Obesity,0.619863,7.453326,14.808511,-5.621959
346,Obesity,0.716426,5.243057,9.509483,-7.309141
347,Obesity,-5.961899,-2.416675,-1.928903,11.744044
348,Obesity,-4.315569,-2.876962,-9.434243,12.819067
349,Obesity,-4.289892,3.639350,-0.705149,-2.172606
350,Obesity,-4.057761,1.724548,-9.913104,19.855324
351,Obesity,0.089067,1.975664,13.012894,-3.643000
352,Obesity,6.897467,4.981238,8.894696,-18.451078
353,Obesity,-6.224692,-2.388211,-6.007596,10.916897
354,Obesity,-3.249951,-0.130090,-5.011989,-3.040117
355,Obesity,1.187717,3.737742,22.020445,-8.742305
356,Obesity,-1.203121,-0.539688,-9.502322,-2.015761
357,Obesity,-0.129750,1.128480,-1.253263,-9.999102
358,Obesity,-1.346384,2.361369,-7.478669,-1.359847
359,Obesity,-1.953658,0.038875,5.535595,4.747704
360,Obesity,-3.218205,-1.537005,3.159988,3.717326
361,Obesity,4.615112,2.485410,19.086245,-11.824157
362,Obesity,-1.072433,-0.986480,3.475046,-1.461495
363,Obesity,-4.021802,-1.115833,-8.814242,4.478649
364,Obesity,-2.418786,-1.666385,-9.399096,-0.548011
365,Obesity,-3.036233,0.537757,-5.080149,-1.024462
366,Obesity,-3.007092,1.066966,1.028227,3.547795
367,Obesity,-3.080192,-2.066474,-1.243403,13.481781
368,Obesity,-2.606798,1.071469,6.074118,-0.180257
369,Obesity,-2.384053,-0.486473,-10.606811,0.280796
370,Obesity,3.199882,6.887669,11.552449,-10.986165
371,Obesity,8.494065,8.430964,18.870132,-15.734808
372,Obesity,-0.821754,4.778546,9.493937,-10.997861
373,Obesity,-6.206097,-0.020939,1.649432,10.708404
374,Obesity,2.556947,7.460372,13.037263,-11.582629
375,Obesity,-2.358512,-5.765986,-8.173698,22.176777
376,Obesity,-1.459070,-3.798566,-9.480967,-8.116047
377,Obesity,-0.262505,0.485694,-2.755529,-8.312303
378,Obesity,5.669130,4.411334,16.738222,-14.055949
379,Obesity,-3.225263,-0.775926,-1.889160,7.102969
380,Obesity,-0.573217,-0.070046,-2.441855,-5.105724
381,Obesity,-1.521133,-3.575448,-11.037330,25.099590
382,Obesity,-4.870146,-0.931125,-3.769765,9.732601
383,Obesity,-0.363350,2.750815,8.157028,1.360267
384,Obesity,-2.696777,2.123985,8.193232,1.827798
385,Obesity,-2.568368,0.135361,-12.567059,-8.555015
386,Obesity,-4.115862,0.059642,-3.087902,1.808139
387,Obesity,-3.428150,0.506967,-8.076025,1.016585
388,Obesity,-0.528613,1.595839,2.582502,-10.082314
389,Obesity,-5.387279,0.116347,0.803632,9.288067
390,Obesity,-3.344395,4.277507,1.699252,-13.974601
391,Obesity,-2.396130,-2.525804,-10.046862,2.322739
392,Obesity,0.525972,2.580767,5.691560,-4.904365
393,Obesity,-4.111553,1.853285,-2.054323,0.555110
394,Obesity,1.559927,5.274342,14.060450,-5.721233
395,Obesity,2.373232,9.347118,17.591858,-7.275304
396,Obesity,-3.707561,-0.608837,-6.278873,2.622084
397,Obesity,-3.598439,0.258548,-3.516950,17.647783
398,Obesity,-3.571847,-4.260000,-6.133693,13.063473
399,Obesity,1.367123,3.219927,4.947984,-10.656144
400,Obesity,-0.083894,2.778289,17.623318,-3.118173
401,Obesity,3.078300,5.402811,10.408075,-16.578638
402,Obesity,9.624876,7.397261,18.028109,-17.229837
403,Obesity,7.330748,-0.093836,-1.567316,-18.788769
404,Obesity,8.462195,8.687816,18.008335,-17.514727
405,Obesity,-3.881638,-3.137103,-11.952287,16.737801
406,Obesity,-3.075596,1.556755,5.326539,-0.766272
407,Obesity,1.415803,5.852270,9.763405,-13.208244
408,Obesity,-5.077411,0.199258,-6.704398,6.217367
409,Obesity,2.905422,4.294018,9.694048,-15.588305
410,Obesity,-4.243429,2.192714,4.049098,5.697923
411,Obesity,-3.151858,-0.157420,6.101007,10.178876
412,Obesity,-1.646192,3.671125,-0.215242,-9.289345
413,Obesity,-1.916617,4.444188,10.467337,-22.665058
414,Obesity,3.813846,5.940309,10.387658,-23.124537
415,Obesity,0.392481,0.558595,-2.236521,-10.706374
416,Obesity,-4.654935,-3.934471,-7.098684,21.301502
417,Obesity,16.421526,-5.723052,21.807312,-24.561104
418,Obesity,-5.323613,-1.411368,-0.945337,10.404169
419,Obesity,3.409568,-4.038804,-17.543404,2.892700
420,Obesity,-4.846050,-4.117224,-4.089354,13.807845
421,Obesity,0.469852,0.735214,3.291410,-11.429084
422,Obesity,5.098678,3.095776,7.320329,-17.179903
423,Obesity,6.217488,7.265200,15.798856,-17.352791
424,Obesity,4.193609,5.014420,17.679045,-15.264503
425,Obesity,-2.406123,1.966728,11.869859,4.228198
426,Obesity,-1.514753,-1.363097,-2.644551,8.298648
427,Obesity,-2.469723,-0.214565,1.600641,7.903224
428,Obesity,-6.218338,-0.643586,-3.032721,5.305929
429,Obesity,-3.673171,0.579117,5.461311,9.415177
430,Obesity,-2.991492,-0.552958,12.397648,7.219458
431,Obesity,9.493009,9.777167,20.929344,-18.293125
432,Obesity,-2.358811,2.061435,6.533306,-1.966871
433,Obesity,-3.476263,1.082670,13.235327,6.528970
434,Obesity,-4.440116,-2.442983,-3.446233,11.577377
435,Obesity,-0.542128,4.256297,11.696026,-6.913161
436,Obesity,-4.945427,-3.409003,-5.549435,15.477913
437,Obesity,-3.253476,-1.376855,3.191712,7.375178
438,Obesity,-4.022953,0.104629,7.695552,3.574395
439,Obesity,1.405683,1.492602,5.296025,-11.417160
440,Obesity,-1.303913,-1.466719,-8.850443,-8.902662
441,Obesity,-2.536462,0.062953,-6.161157,-8.548459
442,Obesity,-4.731973,-2.399362,-5.239840,11.382939
443,Obesity,-2.226939,-1.940358,-5.590224,9.133945
444,Obesity,-4.305043,-1.917822,-8.741162,9.669604
445,Obesity,-4.942110,-0.164463,3.900344,6.832799
446,Obesity,-5.443438,0.811225,5.410067,8.550534
447,Obesity,-0.321378,6.660313,17.829922,-6.966040
448,Obesity,6.493373,-1.649062,0.179360,-17.690573
449,Obesity,-5.846162,-2.638225,-4.795553,12.703494
450,Obesity,-2.062931,3.441399,10.894176,-1.148897
451,Obesity,-3.959245,-1.817790,-2.915026,7.552000
452,Obesity,0.658864,1.130234,-16.753141,4.628421
453,Obesity,2.388080,1.523352,-16.341955,-9.987417
454,Obesity,-2.537172,2.331194,0.817454,-5.037260
455,Obesity,-1.730605,-2.325426,-3.372021,20.276251
456,Obesity,-4.013097,2.127838,7.790074,9.248319
457,Obesity,-5.662524,-2.393696,-2.027335,16.316931
458,Obesity,-0.693690,-1.682305,-8.532927,-9.476311
459,Obesity,-1.234150,2.962809,9.404530,-5.057505
460,Obesity,-1.409224,5.452990,9.629918,2.483787
461,Obesity,-4.538702,-2.457028,-6.506342,7.559603
462,Obesity,-5.858073,-1.075447,0.026545,10.322494
463,Obesity,-4.221233,0.606086,-1.879606,2.725933
464,Obesity,-3.928248,-2.359230,-12.244059,7.203180
465,Obesity,-4.324138,-1.382560,10.503445,8.193511
466,Obesity,0.861502,-0.243414,-6.573254,-7.717291
467,Obesity,-2.561568,2.750543,0.483538,0.192910
468,Obesity,-4.387340,-0.869707,11.356105,7.333482
469,Obesity,-1.631608,1.596047,9.946997,0.462681
470,Obesity,7.026316,5.585152,18.078306,-22.593500
471,Obesity,-1.890922,-1.529136,-11.940129,-3.093810
472,Obesity,0.208467,2.988853,5.116077,-14.232302
473,Obesity,-4.141810,-4.803926,-6.827374,13.604518
474,Obesity,-3.343159,0.744487,-3.491147,0.457011
475,Obesity,-2.332948,2.513450,1.907166,1.962988
476,Obesity,-3.857815,0.018436,-5.267745,0.346351
477,Obesity,-2.901776,2.582523,8.527687,-3.457845
478,Obesity,0.169117,5.540061,12.105031,-14.026978
479,Obesity,-4.296030,1.886599,0.958678,0.486997
480,Obesity,0.361841,2.961498,7.528075,-13.805443
481,Obesity,-6.151846,-1.885097,-6.643435,10.282309
482,Obesity,0.084794,2.701843,12.131466,-1.243670
483,Obesity,2.068868,6.598905,12.311313,-9.667248
